Order ID,Order Date,Order Year,Sales person,Clubs,City,Product Category,Brand,Product Name,Quantity,Unit price,Unit cost,Sales,Cost
INV40896,25-Mar-25,2025,Javeria Abbasi,Margalla Greens Golf Club,Islamabad,Balls,Dunlop,Triad Golf Balls,2,"4,560","1,476","9,120","2,952"
INV40897,25-Mar-25,2025,Imran Khan,Lahore Gymkhana Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"79,450","27,088","79,450","27,088"
INV40898,25-Mar-25,2025,Laiba Khan,Rumanza Golf & Country Club,Multan,Balls,Dunlop,Triad Golf Balls,3,"4,210","1,476","12,630","4,428"
INV40899,25-Mar-25,2025,Gulraiz Ansari,Multan Golf Club,Multan,Irons,Wilson,DYNAPWR Steel Irons,1,"36,720","18,235","36,720","18,235"
INV40900,26-Mar-25,2025,Fatima Raza,Multan Golf Club,Multan,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"95,120","46,168","190,240","92,337"
INV40901,26-Mar-25,2025,Ali Khan,Rumanza Golf & Country Club,Multan,Balls,Callaway,Chrome Tour,1,"4,560","1,625","4,560","1,625"
INV40902,26-Mar-25,2025,Nadia Hussain,Defence Raya Golf Club,Lahore,Balls,Callaway,Chrome Tour,1,"4,320","1,625","4,320","1,625"
INV40903,26-Mar-25,2025,Bisma Siddiqui,Gujranwala Golf & Country Club,Gujranwala,Irons,Wilson,DYNAPWR Steel Irons,2,"41,610","18,235","83,220","36,470"
INV40904,26-Mar-25,2025,Kamran Ali,Airmen Golf Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,1,"39,990","18,235","39,990","18,235"
INV40905,26-Mar-25,2025,Hina Sheikh,DHA Golf Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,2,"7,330","3,557","14,660","7,115"
INV40906,26-Mar-25,2025,Javeria Abbasi,Defence Raya Golf Club,Lahore,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"98,500","45,011","197,000","90,023"
INV40907,26-Mar-25,2025,Hina Sheikh,Rawalpindi Golf Club,Islamabad,Irons,Callaway,Elyte X Irons,3,"91,970","48,006","275,910","144,018"
INV40908,26-Mar-25,2025,Laiba Khan,Arabian Sea Country Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,2,"38,100","18,235","76,200","36,470"
INV40909,26-Mar-25,2025,Omais Farooqi,SRC Golf Club,Hyderabad,Balls,Callaway,Chrome Tour,4,"3,960","1,625","15,840","6,498"
INV40910,27-Mar-25,2025,Shahbaz Khan,Lahore Garrison Golf Club,Lahore,Irons,Titleist,T150 Black,1,"61,090","22,838","61,090","22,838"
INV40911,27-Mar-25,2025,Mohammad Aslam,Karachi Golf Club,Karachi,Balls,Callaway,Chrome Tour,1,"4,220","1,625","4,220","1,625"
INV40912,27-Mar-25,2025,Fatima Raza,Multan Golf Club,Multan,Balls,Titleist,Titleist Velocity,4,"5,230","1,733","20,920","6,931"
INV40913,27-Mar-25,2025,Chaudhry Kamil,Airmen Golf Club,Karachi,Irons,Titleist,T150 Black,1,"59,670","22,838","59,670","22,838"
INV40914,27-Mar-25,2025,Laiba Khan,Lahore Gymkhana Golf Club,Lahore,Irons,Titleist,T150 Black,1,"61,040","22,838","61,040","22,838"
INV40915,27-Mar-25,2025,Shahbaz Khan,Margalla Greens Golf Club,Islamabad,Balls,Callaway,Chrome Tour,2,"3,820","1,625","7,640","3,249"
INV40916,27-Mar-25,2025,Bisma Siddiqui,Lahore Gymkhana Golf Club,Lahore,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"94,550","45,011","94,550","45,011"
INV40917,27-Mar-25,2025,Ehsan Malik,SRC Golf Club,Hyderabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"96,780","46,168","193,560","92,337"
INV40918,27-Mar-25,2025,Ali Khan,Lahore Garrison Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,3,"91,480","41,198","274,440","123,593"
INV40919,27-Mar-25,2025,Chaudhry Kamil,Islamabad Golf Club,Islamabad,Balls,Dunlop,Triad Golf Balls,4,"4,110","1,476","16,440","5,904"
INV40920,27-Mar-25,2025,Shahbaz Khan,Rumanza Golf & Country Club,Multan,Balls,Callaway,Chrome Tour,1,"3,810","1,625","3,810","1,625"
INV40921,28-Mar-25,2025,Ali Khan,Defence Raya Golf Club,Lahore,Balls,Callaway,Chrome Tour,3,"3,790","1,625","11,370","4,874"
INV40922,28-Mar-25,2025,Qasim Jafri,Islamabad Golf Club,Islamabad,Balls,Dunlop,Triad Golf Balls,1,"4,200","1,476","4,200","1,476"
INV40923,28-Mar-25,2025,Laiba Khan,Arabian Sea Country Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"98,310","45,011","98,310","45,011"
INV40924,28-Mar-25,2025,Kamran Ali,DHA Golf Club,Karachi,Balls,Titleist,Titleist Velocity,5,"5,040","1,733","25,200","8,664"
INV40925,28-Mar-25,2025,Bisma Siddiqui,Karachi Golf Club,Karachi,Bags,Wilson,Talus Stand Bag,1,"67,300","23,936","67,300","23,936"
INV40926,28-Mar-25,2025,Ehsan Malik,Karachi Golf Club,Karachi,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"84,230","27,088","168,460","54,175"
INV40927,28-Mar-25,2025,Bisma Siddiqui,Lahore Gymkhana Golf Club,Lahore,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"92,510","45,011","185,020","90,023"
INV40928,28-Mar-25,2025,Qasim Jafri,Airmen Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,2,"4,400","1,476","8,800","2,952"
INV40929,28-Mar-25,2025,Javeria Abbasi,Rumanza Golf & Country Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,470","3,557","37,350","17,787"
INV40930,28-Mar-25,2025,Kamran Ali,Lahore Gymkhana Golf Club,Lahore,Irons,Callaway,Elyte X Irons,1,"102,160","48,006","102,160","48,006"
INV40931,28-Mar-25,2025,Tasneem Rizvi,SRC Golf Club,Hyderabad,Irons,Wilson,DYNAPWR Steel Irons,2,"41,580","18,235","83,160","36,470"
INV40932,28-Mar-25,2025,Kamran Ali,Rumanza Golf & Country Club,Multan,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"73,740","27,088","73,740","27,088"
INV40933,29-Mar-25,2025,Chaudhry Kamil,Rawalpindi Golf Club,Islamabad,Irons,Titleist,T150 Black,1,"59,180","22,838","59,180","22,838"
INV40934,29-Mar-25,2025,Gulraiz Ansari,Lahore Garrison Golf Club,Lahore,Irons,Wilson,DYNAPWR Steel Irons,1,"42,960","18,235","42,960","18,235"
INV40935,29-Mar-25,2025,Omais Farooqi,SRC Golf Club,Hyderabad,Balls,Dunlop,Triad Golf Balls,3,"4,510","1,476","13,530","4,428"
INV40936,29-Mar-25,2025,Nadia Hussain,Lahore Gymkhana Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,510","3,557","7,510","3,557"
INV40937,29-Mar-25,2025,Bisma Siddiqui,Gujranwala Golf & Country Club,Gujranwala,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,350","3,557","29,400","14,230"
INV40938,29-Mar-25,2025,Nadia Hussain,Rumanza Golf & Country Club,Multan,Irons,Titleist,T150 Black,2,"60,080","22,838","120,160","45,677"
INV40939,29-Mar-25,2025,Chaudhry Kamil,Defence Raya Golf Club,Lahore,Bags,Wilson,Talus Stand Bag,1,"67,830","23,936","67,830","23,936"
INV40940,30-Mar-25,2025,Omais Farooqi,Lahore Garrison Golf Club,Lahore,Balls,Callaway,Chrome Tour,3,"4,510","1,625","13,530","4,874"
INV40941,30-Mar-25,2025,Tasneem Rizvi,Lahore Garrison Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,340","3,557","29,360","14,230"
INV40942,30-Mar-25,2025,Dania Ahmed,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,1,"100,290","48,006","100,290","48,006"
INV40943,30-Mar-25,2025,Javeria Abbasi,Karachi Golf Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,570","3,557","7,570","3,557"
INV40944,30-Mar-25,2025,Gulraiz Ansari,Airmen Golf Club,Karachi,Balls,Titleist,Titleist Velocity,5,"5,160","1,733","25,800","8,664"
INV40945,30-Mar-25,2025,Nadia Hussain,Rawalpindi Golf Club,Islamabad,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"100,670","45,011","201,340","90,023"
INV40946,30-Mar-25,2025,Hina Sheikh,Karachi Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"100,870","45,011","100,870","45,011"
INV40947,30-Mar-25,2025,Perveen Akhtar,Karachi Golf Club,Karachi,Balls,Titleist,Titleist Velocity,4,"4,670","1,733","18,680","6,931"
INV40948,30-Mar-25,2025,Qasim Jafri,Karachi Golf Club,Karachi,Balls,Titleist,Titleist Velocity,3,"5,210","1,733","15,630","5,198"
INV40949,30-Mar-25,2025,Gulraiz Ansari,SRC Golf Club,Hyderabad,Bags,Wilson,Talus Stand Bag,1,"69,320","23,936","69,320","23,936"
INV40950,30-Mar-25,2025,Mohammad Aslam,Lahore Gymkhana Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"87,680","46,168","87,680","46,168"
INV40951,30-Mar-25,2025,Omais Farooqi,SRC Golf Club,Hyderabad,Irons,Titleist,T150 Black,1,"63,310","22,838","63,310","22,838"
INV40952,30-Mar-25,2025,Qasim Jafri,Lahore Garrison Golf Club,Lahore,Irons,Callaway,Elyte X Irons,2,"105,660","48,006","211,320","96,012"
INV40953,30-Mar-25,2025,Gulraiz Ansari,Karachi Golf Club,Karachi,Balls,Titleist,Titleist Velocity,2,"5,360","1,733","10,720","3,466"
INV40954,31-Mar-25,2025,Omais Farooqi,Islamabad Golf Club,Islamabad,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"73,800","27,088","147,600","54,175"
INV40955,31-Mar-25,2025,Ehsan Malik,SRC Golf Club,Hyderabad,Balls,Callaway,Chrome Tour,3,"4,390","1,625","13,170","4,874"
INV40956,31-Mar-25,2025,Fatima Raza,Gujranwala Golf & Country Club,Gujranwala,Irons,Callaway,Elyte X Irons,3,"98,580","48,006","295,740","144,018"
INV40957,31-Mar-25,2025,Imran Khan,Arabian Sea Country Club,Karachi,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"81,620","27,088","81,620","27,088"
INV40958,31-Mar-25,2025,Qasim Jafri,Rumanza Golf & Country Club,Multan,Irons,Wilson,DYNAPWR Steel Irons,1,"40,820","18,235","40,820","18,235"
INV40959,31-Mar-25,2025,Rabia Butt,DHA Golf Club,Karachi,Balls,Titleist,Titleist Velocity,2,"4,700","1,733","9,400","3,466"
INV40960,31-Mar-25,2025,Qasim Jafri,Lahore Garrison Golf Club,Lahore,Balls,Dunlop,Triad Golf Balls,4,"4,360","1,476","17,440","5,904"
INV40961,31-Mar-25,2025,Gulraiz Ansari,Karachi Golf Club,Karachi,Irons,Titleist,T150 Black,1,"63,480","22,838","63,480","22,838"
INV40962,31-Mar-25,2025,Kamran Ali,SRC Golf Club,Hyderabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"93,180","46,168","93,180","46,168"
INV40963,01-Apr-25,2025,Bisma Siddiqui,Rawalpindi Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"66,900","23,936","66,900","23,936"
INV40964,01-Apr-25,2025,Chaudhry Kamil,Defence Raya Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"91,270","46,168","91,270","46,168"
INV40965,01-Apr-25,2025,Chaudhry Kamil,Multan Golf Club,Multan,Balls,Callaway,Chrome Tour,2,"4,450","1,625","8,900","3,249"
INV40966,01-Apr-25,2025,Kamran Ali,Multan Golf Club,Multan,Irons,Titleist,T150 Black,2,"61,740","22,838","123,480","45,677"
INV40967,01-Apr-25,2025,Bisma Siddiqui,Multan Golf Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,360","3,557","7,360","3,557"
INV40968,01-Apr-25,2025,Javeria Abbasi,Rawalpindi Golf Club,Islamabad,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,310","3,557","36,550","17,787"
INV40969,01-Apr-25,2025,Tasneem Rizvi,Arabian Sea Country Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,2,"42,430","18,235","84,860","36,470"
INV40970,01-Apr-25,2025,Mohammad Aslam,Gujranwala Golf & Country Club,Gujranwala,Balls,Dunlop,Triad Golf Balls,2,"4,590","1,476","9,180","2,952"
INV40971,01-Apr-25,2025,Kamran Ali,Airmen Golf Club,Karachi,Irons,Titleist,T150 Black,1,"64,030","22,838","64,030","22,838"
INV40972,01-Apr-25,2025,Imran Khan,Margalla Greens Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"63,620","23,936","63,620","23,936"
INV40973,01-Apr-25,2025,Rabia Butt,Islamabad Golf Club,Islamabad,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"82,750","27,088","82,750","27,088"
INV40974,01-Apr-25,2025,Rabia Butt,Karachi Golf Club,Karachi,Balls,Callaway,Chrome Tour,4,"3,710","1,625","14,840","6,498"
INV40975,01-Apr-25,2025,Shahbaz Khan,Rumanza Golf & Country Club,Multan,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"73,310","27,088","73,310","27,088"
INV40976,02-Apr-25,2025,Imran Khan,Rawalpindi Golf Club,Islamabad,Irons,Titleist,T150 Black,2,"64,370","22,838","128,740","45,677"
INV40977,02-Apr-25,2025,Hina Sheikh,Lahore Gymkhana Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"84,360","27,088","84,360","27,088"
INV40978,02-Apr-25,2025,Imran Khan,SRC Golf Club,Hyderabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"102,920","46,168","205,840","92,337"
INV40979,02-Apr-25,2025,Ali Khan,Airmen Golf Club,Karachi,Bags,Callaway,Elyte Fairway C Stand Bag,3,"89,680","41,198","269,040","123,593"
INV40980,02-Apr-25,2025,Fatima Raza,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,1,"96,940","48,006","96,940","48,006"
INV40981,02-Apr-25,2025,Ali Khan,Rawalpindi Golf Club,Islamabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"92,850","46,168","92,850","46,168"
INV40982,02-Apr-25,2025,Laiba Khan,Defence Raya Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,3,"87,940","41,198","263,820","123,593"
INV40983,02-Apr-25,2025,Laiba Khan,Islamabad Golf Club,Islamabad,Balls,Dunlop,Triad Golf Balls,1,"4,690","1,476","4,690","1,476"
INV40984,02-Apr-25,2025,Mohammad Aslam,Arabian Sea Country Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,410","3,557","37,050","17,787"
INV40985,02-Apr-25,2025,Tasneem Rizvi,Islamabad Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,2,"88,540","41,198","177,080","82,396"
INV40986,02-Apr-25,2025,Shahbaz Khan,Karachi Golf Club,Karachi,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"78,880","27,088","78,880","27,088"
INV40987,02-Apr-25,2025,Nadia Hussain,Rumanza Golf & Country Club,Multan,Irons,Titleist,T150 Black,1,"60,940","22,838","60,940","22,838"
INV40988,02-Apr-25,2025,Javeria Abbasi,DHA Golf Club,Karachi,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"74,540","27,088","74,540","27,088"
INV40989,02-Apr-25,2025,Kamran Ali,Defence Raya Golf Club,Lahore,Balls,Dunlop,Triad Golf Balls,2,"4,500","1,476","9,000","2,952"
INV40990,02-Apr-25,2025,Dania Ahmed,Arabian Sea Country Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,2,"7,450","3,557","14,900","7,115"
INV40991,02-Apr-25,2025,Laiba Khan,Defence Raya Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,1,"84,090","41,198","84,090","41,198"
INV40992,02-Apr-25,2025,Gulraiz Ansari,Gujranwala Golf & Country Club,Gujranwala,Balls,Titleist,Titleist Velocity,3,"5,210","1,733","15,630","5,198"
INV40993,02-Apr-25,2025,Tasneem Rizvi,Karachi Golf Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,2,"41,030","18,235","82,060","36,470"
INV40994,03-Apr-25,2025,Tasneem Rizvi,Airmen Golf Club,Karachi,Bags,Callaway,Elyte Fairway C Stand Bag,3,"86,940","41,198","260,820","123,593"
INV40995,03-Apr-25,2025,Dania Ahmed,DHA Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,3,"4,560","1,476","13,680","4,428"
INV40996,03-Apr-25,2025,Kamran Ali,Margalla Greens Golf Club,Islamabad,Irons,Titleist,T150 Black,1,"64,450","22,838","64,450","22,838"
INV40997,03-Apr-25,2025,Fatima Raza,Defence Raya Golf Club,Lahore,Bags,Wilson,Talus Stand Bag,1,"63,070","23,936","63,070","23,936"
INV40998,03-Apr-25,2025,Javeria Abbasi,Margalla Greens Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,3,"82,540","41,198","247,620","123,593"
INV40999,03-Apr-25,2025,Qasim Jafri,Rawalpindi Golf Club,Islamabad,Irons,Callaway,Elyte X Irons,1,"94,610","48,006","94,610","48,006"
INV41000,03-Apr-25,2025,Imran Khan,Lahore Garrison Golf Club,Lahore,Irons,Wilson,DYNAPWR Steel Irons,1,"42,990","18,235","42,990","18,235"
INV41001,03-Apr-25,2025,Kamran Ali,Lahore Garrison Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"75,520","27,088","75,520","27,088"
INV41002,03-Apr-25,2025,Ali Khan,Lahore Garrison Golf Club,Lahore,Irons,Wilson,DYNAPWR Steel Irons,2,"43,910","18,235","87,820","36,470"
INV41003,03-Apr-25,2025,Chaudhry Kamil,Airmen Golf Club,Karachi,Irons,Titleist,T150 Black,2,"61,290","22,838","122,580","45,677"
INV41004,03-Apr-25,2025,Gulraiz Ansari,Gujranwala Golf & Country Club,Gujranwala,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"99,600","46,168","99,600","46,168"
INV41005,03-Apr-25,2025,Omais Farooqi,Gujranwala Golf & Country Club,Gujranwala,Irons,Titleist,T150 Black,2,"62,770","22,838","125,540","45,677"
INV41006,03-Apr-25,2025,Hina Sheikh,Airmen Golf Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,1,"39,820","18,235","39,820","18,235"
INV41007,03-Apr-25,2025,Javeria Abbasi,Defence Raya Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,1,"82,870","41,198","82,870","41,198"
INV41008,03-Apr-25,2025,Gulraiz Ansari,DHA Golf Club,Karachi,Irons,Callaway,Elyte X Irons,2,"98,630","48,006","197,260","96,012"
INV41009,03-Apr-25,2025,Tasneem Rizvi,Gujranwala Golf & Country Club,Gujranwala,Irons,Callaway,Elyte X Irons,3,"100,260","48,006","300,780","144,018"
INV41010,04-Apr-25,2025,Shahbaz Khan,Rawalpindi Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"65,830","23,936","65,830","23,936"
INV41011,04-Apr-25,2025,Omais Farooqi,Karachi Golf Club,Karachi,Balls,Titleist,Titleist Velocity,5,"4,930","1,733","24,650","8,664"
INV41012,04-Apr-25,2025,Omais Farooqi,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,2,"100,200","48,006","200,400","96,012"
INV41013,04-Apr-25,2025,Laiba Khan,SRC Golf Club,Hyderabad,Balls,Callaway,Chrome Tour,3,"3,830","1,625","11,490","4,874"
INV41014,05-Apr-25,2025,Perveen Akhtar,Defence Raya Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,1,"82,160","41,198","82,160","41,198"
INV41015,05-Apr-25,2025,Imran Khan,Margalla Greens Golf Club,Islamabad,Irons,Wilson,DYNAPWR Steel Irons,2,"40,130","18,235","80,260","36,470"
INV41016,05-Apr-25,2025,Gulraiz Ansari,Rawalpindi Golf Club,Islamabad,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,280","3,557","36,400","17,787"
INV41017,05-Apr-25,2025,Javeria Abbasi,Rumanza Golf & Country Club,Multan,Bags,Callaway,Elyte Fairway C Stand Bag,2,"86,980","41,198","173,960","82,396"
INV41018,05-Apr-25,2025,Perveen Akhtar,Multan Golf Club,Multan,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"87,310","46,168","174,620","92,337"
INV41019,05-Apr-25,2025,Bisma Siddiqui,Rumanza Golf & Country Club,Multan,Balls,Titleist,Titleist Velocity,2,"5,020","1,733","10,040","3,466"
INV41020,05-Apr-25,2025,Hina Sheikh,Multan Golf Club,Multan,Balls,Callaway,Chrome Tour,4,"4,540","1,625","18,160","6,498"
INV41021,05-Apr-25,2025,Omais Farooqi,Multan Golf Club,Multan,Irons,Titleist,T150 Black,1,"63,490","22,838","63,490","22,838"
INV41022,05-Apr-25,2025,Qasim Jafri,Karachi Golf Club,Karachi,Balls,Callaway,Chrome Tour,4,"4,310","1,625","17,240","6,498"
INV41023,05-Apr-25,2025,Hina Sheikh,Islamabad Golf Club,Islamabad,Irons,Titleist,T150 Black,2,"61,990","22,838","123,980","45,677"
INV41024,05-Apr-25,2025,Laiba Khan,Gujranwala Golf & Country Club,Gujranwala,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"85,540","27,088","85,540","27,088"
INV41025,05-Apr-25,2025,Gulraiz Ansari,Arabian Sea Country Club,Karachi,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"98,530","46,168","197,060","92,337"
INV41026,05-Apr-25,2025,Ehsan Malik,Rawalpindi Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,1,"85,630","41,198","85,630","41,198"
INV41027,05-Apr-25,2025,Kamran Ali,Airmen Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"93,980","45,011","93,980","45,011"
INV41028,05-Apr-25,2025,Perveen Akhtar,Airmen Golf Club,Karachi,Bags,Wilson,Talus Stand Bag,1,"65,020","23,936","65,020","23,936"
INV41029,05-Apr-25,2025,Tasneem Rizvi,Karachi Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"98,830","45,011","98,830","45,011"
INV41030,05-Apr-25,2025,Laiba Khan,Defence Raya Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,2,"85,410","41,198","170,820","82,396"
INV41031,06-Apr-25,2025,Fatima Raza,SRC Golf Club,Hyderabad,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"79,450","27,088","79,450","27,088"
INV41032,06-Apr-25,2025,Javeria Abbasi,SRC Golf Club,Hyderabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"97,860","46,168","195,720","92,337"
INV41033,06-Apr-25,2025,Ali Khan,Airmen Golf Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,3,"7,600","3,557","22,800","10,672"
INV41034,06-Apr-25,2025,Ali Khan,Defence Raya Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"105,350","46,168","210,700","92,337"
INV41035,06-Apr-25,2025,Javeria Abbasi,Lahore Garrison Golf Club,Lahore,Bags,Callaway,Elyte Fairway C Stand Bag,3,"85,060","41,198","255,180","123,593"
INV41036,06-Apr-25,2025,Javeria Abbasi,Arabian Sea Country Club,Karachi,Bags,Wilson,Talus Stand Bag,1,"64,750","23,936","64,750","23,936"
INV41037,06-Apr-25,2025,Imran Khan,Islamabad Golf Club,Islamabad,Irons,Titleist,T150 Black,1,"62,650","22,838","62,650","22,838"
INV41038,06-Apr-25,2025,Perveen Akhtar,Gujranwala Golf & Country Club,Gujranwala,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"94,140","46,168","94,140","46,168"
INV41039,06-Apr-25,2025,Shahbaz Khan,Multan Golf Club,Multan,Irons,Callaway,Elyte X Irons,1,"103,350","48,006","103,350","48,006"
INV41040,06-Apr-25,2025,Chaudhry Kamil,Lahore Gymkhana Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,510","3,557","7,510","3,557"
INV41041,06-Apr-25,2025,Shahbaz Khan,Defence Raya Golf Club,Lahore,Irons,Callaway,Elyte X Irons,1,"98,130","48,006","98,130","48,006"
INV41042,06-Apr-25,2025,Mohammad Aslam,Karachi Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,4,"4,620","1,476","18,480","5,904"
INV41043,06-Apr-25,2025,Javeria Abbasi,Airmen Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,1,"4,600","1,476","4,600","1,476"
INV41044,07-Apr-25,2025,Ehsan Malik,Rumanza Golf & Country Club,Multan,Irons,Titleist,T150 Black,1,"59,720","22,838","59,720","22,838"
INV41045,07-Apr-25,2025,Rabia Butt,Islamabad Golf Club,Islamabad,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"96,620","45,011","193,240","90,023"
INV41046,07-Apr-25,2025,Imran Khan,DHA Golf Club,Karachi,Balls,Titleist,Titleist Velocity,1,"5,090","1,733","5,090","1,733"
INV41047,07-Apr-25,2025,Nadia Hussain,SRC Golf Club,Hyderabad,Balls,Titleist,Titleist Velocity,2,"5,040","1,733","10,080","3,466"
INV41048,07-Apr-25,2025,Fatima Raza,Islamabad Golf Club,Islamabad,Irons,Callaway,Elyte X Irons,3,"90,240","48,006","270,720","144,018"
INV41049,07-Apr-25,2025,Imran Khan,Multan Golf Club,Multan,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"95,070","45,011","190,140","90,023"
INV41050,07-Apr-25,2025,Gulraiz Ansari,Gujranwala Golf & Country Club,Gujranwala,Balls,Dunlop,Triad Golf Balls,1,"4,480","1,476","4,480","1,476"
INV41051,07-Apr-25,2025,Fatima Raza,Rawalpindi Golf Club,Islamabad,Irons,Titleist,T150 Black,1,"63,500","22,838","63,500","22,838"
INV41052,07-Apr-25,2025,Qasim Jafri,Islamabad Golf Club,Islamabad,Balls,Titleist,Titleist Velocity,1,"5,080","1,733","5,080","1,733"
INV41053,07-Apr-25,2025,Laiba Khan,Islamabad Golf Club,Islamabad,Balls,Dunlop,Triad Golf Balls,4,"4,180","1,476","16,720","5,904"
INV41054,08-Apr-25,2025,Dania Ahmed,Arabian Sea Country Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,2,"42,540","18,235","85,080","36,470"
INV41055,08-Apr-25,2025,Kamran Ali,Rumanza Golf & Country Club,Multan,Irons,Wilson,DYNAPWR Steel Irons,1,"42,410","18,235","42,410","18,235"
INV41056,08-Apr-25,2025,Chaudhry Kamil,Arabian Sea Country Club,Karachi,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"98,850","46,168","197,700","92,337"
INV41057,08-Apr-25,2025,Hina Sheikh,Multan Golf Club,Multan,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"96,160","45,011","96,160","45,011"
INV41058,08-Apr-25,2025,Ehsan Malik,Rumanza Golf & Country Club,Multan,Irons,Titleist,T150 Black,2,"62,120","22,838","124,240","45,677"
INV41059,08-Apr-25,2025,Hina Sheikh,Islamabad Golf Club,Islamabad,Balls,Callaway,Chrome Tour,4,"3,900","1,625","15,600","6,498"
INV41060,08-Apr-25,2025,Nadia Hussain,Multan Golf Club,Multan,Irons,Callaway,Elyte X Irons,1,"96,920","48,006","96,920","48,006"
